"Points:0","Points:1","Points:2","U:0","U:1","U:2"
4.9483,-0.11484,0.65042,0.00010223,0.0097187,0.0013174
4.9494,-0.20922,0.75015,1.8281e-05,0.007505,0.00010146
4.8495,0.64981,0.072629,-0.0089549,-0.038947,-0.0070209
4.8479,0.54868,0.16081,0.0015476,-0.039274,-0.012201
4.8455,0.44531,0.25842,0.0016904,-0.018074,-0.011589
4.8434,0.33821,0.35569,0.0026128,0.002834,-0.0036588
4.8422,0.22628,0.45313,0.0040306,0.01184,0.002581
4.8426,0.11106,0.55139,0.0027232,0.013911,0.0047105
4.8443,-0.0031162,0.65058,0.00090812,0.011797,0.0030358
4.8464,-0.11371,0.75023,0.00010804,0.0095779,0.0005498
4.8483,-0.20894,0.85007,-1.736e-05,0.0078135,-9.9746e-05
4.7491,0.7499,0.072081,-0.017972,-0.032698,-0.0055271
4.7462,0.64933,0.1594,-0.0061866,-0.027834,-0.0077441
4.7427,0.54769,0.25672,-0.0015937,-0.0085789,-0.0082863
4.7397,0.44426,0.35431,0.0015706,0.0070776,-0.0016882
